id,url,title,authors,abstract,related,arxiv_id,arxiv_url,arxiv_pdf,match_sim,github
40266,https://cvpr.thecvf.com/virtual/2026/oral/40266,Learning Latent Concepts for Detecting Out-of-Distribution Objects,Ting Peng; Junhao Dong; Yew-Soon Ong,"Detecting out-of-distribution (OOD) objects is indispensable for safely deploying object detectors in the wild. Current approaches enable the unknown-aware ability by regularizing the instance-level feature space, such as outlier synthesis. Despite the general efficacy, it is challenging to truly learn the concept of `unknown' under the absence of real unknown data. In this paper, we propose UNO-Adapter, a simple yet highly effective framework tailored for OOD object detection. Our key insight is that in object detection, where in-distribution~(ID) and OOD objects may coexist within the same context, we need global abstraction and reasoning to help the detector learn their differences, i.e., unknown injection. UNO-Adapter consists of two key steps: unsupervised concept discovery and neural concept binder. The former introduces an object-centric learning paradigm to abstract and model the holistic image, including both ID and OOD, obtaining sparse and compressed slot-based representations with relational constraints. The latter dynamically combines slots with object candidates extracted by the detector, binding the concept of unknown to the de facto detector. During inference, we introduce an image-guided OOD object score to reinforce the distinction between ID and OOD. Experiments on standard benchmarks demonstrate the superiority of the proposed method. In particular, UNO-Adapter reduces the FPR95 by up to 11.96% compared to the previous best OOD object detection method.",https://cvpr.thecvf.com/virtual/2026/poster/36571,,,,0.594,
40267,https://cvpr.thecvf.com/virtual/2026/oral/40267,S$^2$AM3D: Scale-controllable Part Segmentation of 3D Point Clouds,Han Su; Tianyu Huang; Zichen Wan; Xiaohe Wu; Wangmeng Zuo,"Part-level point cloud segmentation has recently attracted significant attention in 3D computer vision.Nevertheless, existing research is constrained by two major challenges: native 3D models lack generalization due to data scarcity, while introducing 2D pre-trained knowledge often leads to inconsistent segmentation results across different views.To address these challenges, we propose S$^2$AM3D, which incorporates 2D segmentation priors with 3D consistent supervision. We design a point-consistent part encoder that aggregates multi-view 2D features through native 3D contrastive learning, producing globally consistent point features. A scale-aware prompt decoder is then proposed to enable real-time adjustment of segmentation granularity via continuous scale signals. Simultaneously, we introduce a large-scale, high-quality part-level point cloud dataset with more than 100k samples, providing ample supervision signals for model training.Extensive experiments demonstrate that S$^2$AM3D achieves leading performance across multiple evaluation settings, exhibiting exceptional robustness and controllability when handling complex structures and parts with significant size variations.",https://cvpr.thecvf.com/virtual/2026/poster/36582,,,,0.0,
40268,https://cvpr.thecvf.com/virtual/2026/oral/40268,PoseGAM: Robust Unseen Object Pose Estimation via Geometry-Aware Multi-View Reasoning,Jianqi Chen; Biao Zhang; Xiangjun Tang; Peter Wonka,"6D object pose estimation, which predicts the transformation of an object relative to the camera, remains challenging for unseen objects. Existing approaches typically rely on explicitly constructing feature correspondences between the query image and either the object model or template images. In this work, we propose PoseGAM, a geometry-aware multi-view framework that directly predicts object pose from a query image and multiple template images, eliminating the need for explicit matching. Built upon recent multi-view-based foundation model architectures, the method integrates object geometry information through two complementary mechanisms: explicit point-based geometry and learned features from geometry representation networks. In addition, we construct a large-scale synthetic dataset containing more than 190k objects under diverse environmental conditions to enhance robustness and generalization. Extensive evaluations across multiple benchmarks demonstrate our state-of-the-art performance, yielding an average AR improvement of 5.1% over prior methods and achieving up to 17.6% gains on individual datasets, indicating strong generalization to unseen objects.",https://cvpr.thecvf.com/virtual/2026/poster/36635,2512.10840,https://arxiv.org/abs/2512.10840,https://arxiv.org/pdf/2512.10840,1.0,
40269,https://cvpr.thecvf.com/virtual/2026/oral/40269,Efficient unrolled networks for large-scale 3D inverse problems,Romain Vo; Julián Tachella,"Deep learning-based methods have revolutionized the field of imaging inverse problems, yielding state-of-the-art performance across various imaging domains. The best performing networks incorporate the imaging operator within the network architecture, typically in the form of deep unrolling. However, in large-scale problems, such as 3D imaging, most existing methods fail to incorporate the operator in the architecture due to the prohibitive amount of memory required by global forward operators, which hinder typical patching strategies. In this work, we present a domain partitioning strategy and normal operator approximations that enable the training of end-to-end reconstruction models incorporating forward operators of arbitrarily large problems into their architecture. The proposed method achieves state-of-the-art performance on 3D X-ray cone-beam tomography and 3D multi-coil accelerated MRI, while requiring only a single GPU for both training and inference.",https://cvpr.thecvf.com/virtual/2026/poster/36661,2601.02141,https://arxiv.org/abs/2601.02141,https://arxiv.org/pdf/2601.02141,1.0,
40270,https://cvpr.thecvf.com/virtual/2026/oral/40270,LATA: Laplacian-Assisted Transductive Adaptation for Conformal Uncertainty in Medical VLMs,Behzad Bozorgtabar; Dwarikanath Mahapatra; Sudipta Roy; Muzammal Naseer; Imran Razzak; Zongyuan Ge,"Medical vision-language models (VLMs) are strong zero-shot recognizers for medical imaging, but their reliability under domain shift hinges on calibrated uncertainty with guarantees. Split conformal prediction (SCP) offers finite-sample coverage, yet prediction sets often become large (low efficiency) and class-wise coverage unbalanced—high class-conditioned coverage gap (CCV), especially in few-shot, imbalanced regimes; moreover, naively adapting to calibration labels breaks exchangeability and voids guarantees. We propose $\texttt{\textbf{LATA}}$ (Laplacian-Assisted Transductive Adaptation), a $\textit{training- and label-free}$ refinement that operates on the joint calibration and test pool by smoothing zero-shot probabilities over an image–image $k$NN graph using a small number of CCCP mean-field updates, preserving SCP validity via a deterministic transform. We further introduce a $\textit{failure-aware}$ conformal score that plugs into the vision-language uncertainty (ViLU) framework, providing instance-level difficulty and label plausibility to improve prediction set efficiency and class-wise balance at fixed coverage. $\texttt{\textbf{LATA}}$ is black-box (no VLM updates), compute-light (windowed transduction, no backprop), and includes an optional prior knob that can run strictly label-free or, if desired, in a label-informed variant using calibration marginals once. Across $\textbf{three}$ medical VLMs and $\textbf{nine}$ downstream tasks, $\texttt{\textbf{LATA}}$ consistently reduces set size and CCV while matching or tightening target coverage, outperforming prior transductive baselines and narrowing the gap to label-using methods, while using far less compute. Comprehensive ablations and qualitative analyses show that $\texttt{\textbf{LATA}}$ sharpens zero-shot predictions without compromising exchangeability.",https://cvpr.thecvf.com/virtual/2026/poster/36670,2602.17535,https://arxiv.org/abs/2602.17535,https://arxiv.org/pdf/2602.17535,1.0,
40271,https://cvpr.thecvf.com/virtual/2026/oral/40271,A Style is Worth One Code: Unlocking Code-to-Style Image Generation with Discrete Style Space,Huijie Liu; Shuhao Cui; Haoxiang Cao; Shuai Ma; Kai Wu; Guoliang Kang,"Innovative visual stylization is a cornerstone of artistic creation, yet generating novel and consistent visual styles remains a significant challenge. Existing generative approaches typically rely on lengthy textual prompts, reference images, or parameter-efficient fine-tuning to guide style-aware image generation, but often struggle with style consistency, limited creativity, and complex style representations. In this paper, we consider the code-to-style image generation task, which aims to produce images with novel and consistent visual styles specified by only a numerical code. To date, this field has only been primarily explored by the industry (e.g., Midjourney), with no open-source research from the academic community. To fill this gap, we propose CoTyle, the first open-source method for this task. Specifically, we first train a discrete style codebook from a collection of images to extract style embeddings. These embeddings serve as conditions for a text-to-image diffusion model (T2I-DM) to generate stylistic images. Subsequently, we train an autoregressive style generator on the discrete style embeddings to model their distribution, allowing the synthesis of novel style embeddings. During inference, a numerical style code is mapped to a unique style embedding by the style generator, and this embedding guides the T2I-DM to generate images in the corresponding style. Extensive experiments validate that CoTyle effectively converts a numerical code into a style controller, demonstrating a style is worth one code. Compared to existing methods, the stylized images generated by our method are more diverse and consistent, unlocking a vast space of reproducible styles from minimal input.",https://cvpr.thecvf.com/virtual/2026/poster/36679,2511.10555,https://arxiv.org/abs/2511.10555,https://arxiv.org/pdf/2511.10555,1.0,https://github.com/Kwai-Kolors/CoTyle
40272,https://cvpr.thecvf.com/virtual/2026/oral/40272,FedAdamom: Adaptive Momentum for Improved Generalization in Federatedd Optimization,Wenjie Hou; Tianxiang Chen; Feng Wang; Tiantong Wu; Zhiming Zheng; Shaoting Tang; Wei Yang Bryan Lim,"Federated learning (FL) has emerged as a widely adopted training paradigm for privacy-preserving machine learning. Despite the past success of SGD-based methods, they still suffer from severe data heterogeneity and the lack of adaptivity in practical applications. While several adaptive federated optimization methods (such as FedAdam) have been proposed and demonstrated to achieve faster convergence, they fail to show significant improvements in generalization performance under highly heterogeneous data distributions, and their optimization and generalization mechanisms remain insufficiently understood. To fill this gap, we introduce diffusion theory into the adaptive federated optimization framework and analyze the distinct effects of adaptive learning rate and global momentum from the perspectives of saddle-point escaping and flat-minima selection. Theoretical results show that although FedAdam outperforms FedAvg/FedAvgM in escaping saddle points, the latter escapes sharp minima more efficiently. The root cause lies in that adaptive learning rates, while enhancing saddle-point escape, weaken the preference for flat minima. Motivated by these insights, we propose FedAdamom, a new adaptive federated optimization algorithm that adapts the momentum hyperparameter rather than the learning rate. FedAdamom maintains strong saddle-point escaping capability while enhancing flat-minima selection. We further establish its convergence guarantees under non-convex objectives. Extensive experiments demonstrate that FedAdamom significantly outperforms existing adaptive federated optimization methods in terms of convergence speed, generalization performance, and preference for flat minima.",https://cvpr.thecvf.com/virtual/2026/poster/36704,,,,0.0,
40273,https://cvpr.thecvf.com/virtual/2026/oral/40273,Advancing Image Classification with Discrete Diffusion Classification Modeling,Omer Belhasin; Shelly Golan; Ran El-Yaniv; Michael Elad,"Image classification is a well-studied task in computer vision, and yet it remains challenging under high-uncertainty conditions, such as when input images are corrupted or training data are limited. Conventional classification approaches typically train models to directly predict class labels from input images, but this might lead to suboptimal performance in such scenarios. To address this issue, we propose Discrete Diffusion Classification Modeling (DiDiCM), a novel framework that leverages a diffusion-based procedure to model the posterior distribution of class labels conditioned on the input image. DiDiCM supports diffusion-based predictions either on class probabilities or on discrete class labels, providing flexibility in computation and memory trade-offs. We conduct a comprehensive empirical study demonstrating the superior performance of DiDiCM over standard classifiers, showing that a few diffusion iterations achieve higher classification accuracy on the ImageNet dataset compared to baselines, with accuracy gains increasing as the task becomes more challenging.",https://cvpr.thecvf.com/virtual/2026/poster/36721,2511.20263,https://arxiv.org/abs/2511.20263,https://arxiv.org/pdf/2511.20263,1.0,https://github.com/omerb01/didicm
40274,https://cvpr.thecvf.com/virtual/2026/oral/40274,PPISP: Physically-Plausible Compensation and Control of Photometric Variations in Radiance Field Reconstruction,Isaac Deutsch; Nicolas Moënne-Loccoz; Gavriel State; Žan Gojčič,"Multi-view 3D reconstruction methods remain highly sensitive to photometric inconsistencies arising from camera optical characteristics and variations in image signal processing (ISP). Existing mitigation strategies such as per-frame latent variables or affine color corrections lack physical grounding and generalize poorly to novel views. We propose the Physically-Plausible ISP (PPISP) correction module, which disentangles camera-intrinsic and capture-dependent effects through physically based and interpretable transformations. A dedicated PPISP controller, trained on the input views, predicts ISP parameters for novel viewpoints, analogous to auto exposure and auto white balance in real cameras. This design enables realistic and fair evaluation on novel views without access to ground-truth images. PPISP achieves SoTA performance on standard benchmarks, while providing intuitive control and supporting the integration of metadata when available.",https://cvpr.thecvf.com/virtual/2026/poster/36750,2601.18336,https://arxiv.org/abs/2601.18336,https://arxiv.org/pdf/2601.18336,1.0,https://github.com/nv-tlabs/ppisp
40275,https://cvpr.thecvf.com/virtual/2026/oral/40275,From Pairs to Sequences: Track-Aware Policy Gradients for Keypoint Detection,yepeng liu; Hao Li; Liwen Yang; Fangzhen Li; Xudi Ge; Yuliang Gu; kuang Gao; Bing Wang; Guang Chen; Hangjun Ye; Yongchao Xu,"Keypoint-based matching is a fundamental component of modern 3D vision systems, such as Structure-from-Motion (SfM) and SLAM. Most existing learning-based methods are trained on image pairs, a paradigm that fails to explicitly optimize for the long-term trackability of keypoints across sequences under challenging viewpoint and illumination changes. In this paper, we reframe keypoint detection as a sequential decision-making problem. We introduce TraqPoint, a novel, end-to-end Reinforcement Learning (RL) framework designed to optimize the Track-quality (Traq) of keypoints directly on image sequences. Our core innovation is a track-aware reward mechanism that jointly encourages the consistency and distinctiveness of keypoints across multiple views, guided by a policy gradient method. Extensive evaluations on sparse matching benchmarks, including relative pose estimation and 3D reconstruction, demonstrate that TraqPoint significantly outperforms some state-of-the-art keypoint detection and description methods.",https://cvpr.thecvf.com/virtual/2026/poster/36755,2602.20630,https://arxiv.org/abs/2602.20630,https://arxiv.org/pdf/2602.20630,1.0,
40276,https://cvpr.thecvf.com/virtual/2026/oral/40276,Learning Eigenstructures of Unstructured Data Manifolds,Roy Velich; Arkadi Piven; David Bensaid; Daniel Cremers; Thomas Dagès; Ron Kimmel,"We introduce a novel framework that directly learns a spectral basis for shape and manifold analysis from unstructured data, eliminating the need for traditional operator selection, discretization, and eigensolvers.Grounded in optimal-approximation theory, we train a network to decompose an implicit approximation operator by minimizing the reconstruction error in the learned basis over a chosen distribution of probe functions. For suitable distributions, they can be seen as an approximation of the Laplacian operator and its eigendecomposition, which are fundamental in geometry processing. Furthermore, our method recovers in a unified manner not only the spectral basis, but also the implicit metric's sampling density and the eigenvalues of the underlying operator. Notably, our unsupervised method makes no assumption on the data manifold, such as meshing or manifold dimensionality, allowing it to scale to arbitrary datasets of any dimension.On point clouds lying on surfaces in 3D and high-dimensional image manifolds, our approach yields meaningful spectral bases, that can resemble those of the Laplacian, without explicit construction of an operator. By replacing the traditional operator selection, construction, and eigendecomposition with a learning-based approach, our framework offers a principled, data-driven alternative to conventional pipelines. This opens new possibilities in geometry processing for unstructured data, particularly in high-dimensional spaces.",https://cvpr.thecvf.com/virtual/2026/poster/36774,2512.01103,https://arxiv.org/abs/2512.01103,https://arxiv.org/pdf/2512.01103,1.0,
40277,https://cvpr.thecvf.com/virtual/2026/oral/40277,Energy-GS: Image Energy-guided Pose Alignment Gaussian Splatting with redesigned pose gradient flow,Yu Gao; Su Lutong; Ruixiang Huang; Tianji Jiang; Jiadong Tang; Yufeng Yue; Yi Yang,"High-quality 3D scene representation in radiance fields relies on accurate camera poses which are often difficult to acquire in real-world scenarios. An effective solution is to use RGB images for the joint optimization of radiance fields and camera poses, an approach that has been well explored in NeRF series methods. However, unlike NeRF, joint optimization in 3D Gaussian Splatting (3DGS) often requires additional regularization or prior spatial knowledge to reach comparable performance. To eliminate these dependencies, we introduce Energy-GS, a pose-aware Gaussian splatting framework that jointly optimizes scene representation and camera poses using only RGB images. We observe that pose gradients in joint optimization are unstable due to the point-based rendering mechanism. Furthermore, unlike NeRF’s spatial sampling framework that enables coarse-to-fine pose alignment, rasterization-based 3DGS lacks controllable sampling and thus cannot support progressive pose refinement. To address these challenges, we redesign the optimization strategy of Gaussian primitives and introduce an image-energy-guided constraint that encourages progressive alignment of camera poses. Experiments on both synthetic and real-world datasets show that Energy-GS can effectively optimize the scene reconstruction and resolve camera pose misalignment at the same time. Benefiting from reliance on only RGB images, we believe this work provides promising insights for visual localization and dense mapping applications such as SLAM.",https://cvpr.thecvf.com/virtual/2026/poster/36858,,,,0.0,
40278,https://cvpr.thecvf.com/virtual/2026/oral/40278,Molmo2: Open Weights and Data for Vision-Language Models with Video Understanding and Grounding,Christopher Clark; Jieyu Zhang; Zixian Ma; Jae Sung Park; Rohun Tripathi; Sangho Lee; Reza Salehi; Jason Ren; Chris Dongjoo Kim; Yinuo Yang; Vincent Shao; Yue Yang; Weikai Huang; Ziqi Gao; Taira Anderson; Jianrui Zhang; Jitesh Jain; George Stoica; Ali Farhadi; Ranjay Krishna,"Today’s strongest video-language models (VLMs) remain proprietary.The strongest open-weight models either rely on synthetic data from proprietary VLMs, effectively distilling from them, or do not disclose their training data or recipe.As a result, the open-source community lacks the foundations needed to improve on the state-of-the-art video (and image) language models.Crucially, many downstream applications require more than just high-level video understanding; they require grounding—either by pointing or by tracking in pixels. Even proprietary models lack this capability.We present Molmo2, a new family of VLMs that are state-of-the-art amongst open-source models and demonstrate exceptional new capabilities in point-driven grounding in single image, multi-image, and video tasks.Our key contribution is a collection of 7 new video datasets and 2 multi-image datasets, including a dataset of highly detailed video captions for pre-training, a free-form video Q&A dataset for fine-tuning, a new object tracking dataset with complex queries, and an innovative new video pointing dataset, all collected without the use of closed VLMs.We also present a training recipe for this data utilizing an efficient packing and message-tree encoding scheme and show bi-directional attention on vision tokens and a novel token-weight strategy improve performance. Our best-in-class 8B model outperforms others in the class of open weight and data models on short videos, counting, and captioning, and is competitive on long-videos. On video-grounding Molmo2 outperforms larger proprietary models, including 32.9% (Molmo2) vs 17% (Gemini 2.5 Pro) on video pointing.",https://cvpr.thecvf.com/virtual/2026/poster/36933,2601.10611,https://arxiv.org/abs/2601.10611,https://arxiv.org/pdf/2601.10611,1.0,
